year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,all_HGVs,2_axle,3_axle,4_axle,5_axle,6_axle,7_axle,Mean GVW
2023,M42,TM,M42 merge,M5,395460,272980,52.354864,-2.0680823,W,1609,606,111,72,215,630,2,27164.302567237162
2023,M42,TM,M5,M42 merge,395380,272720,52.352526,-2.0692532,E,3959,783,179,221,777,2033,4,32138.022266700023
2023,M42,TM,M5,M42 merge,395380,272720,52.352526,-2.0692532,W,4052,829,145,216,1023,1884,4,31815.841014386733
2023,M5,TM,M42 Southern feeder,M42 Northern feeder,395220,272840,52.353603,-2.071604,N,4146,1081,286,186,452,2195,3,31034.71139662146
2023,M5,TM,M42 Southern feeder,M42 Northern feeder,395220,272840,52.353603,-2.071604,S,3704,888,202,112,184,2365,3,32982.1547682472
2023,M61,TM,A666,A666,374540,405400,53.544616,-2.3856876,C,1279,561,146,92,276,274,3,23051.72781065089
2023,M3,TM,A308,A316,510200,170240,51.420471,-0.41654313,C,1450,741,136,183,297,208,7,21027.1106870229
2023,M23,TM,A23(T),A264,526200,133250,51.084695,-0.19958585,C,2515,914,275,312,437,685,12,24803.54990512334
2023,M11,TM,A406,M11 main route,541280,190100,51.592042,0.038114306,N,1006,524,94,121,121,232,6,21762.536429872496
2023,M11,TM,A406,M11 main route,541280,190100,51.592042,0.038114306,S,1440,814,110,163,122,291,8,20540.462864721485
2023,M25,TM,A2(T),A282,555770,172500,51.430097,0.23935751,N,5960,962,301,390,1284,3024,11,32727.267916945748
2023,M25,TM,A2(T),A282,555770,172500,51.430097,0.23935751,S,5810,938,294,380,1251,2948,11,32427.78443833734
2023,M2,TM,A2 mid-junc,A299,604084,160015,51.302659,0.92633215,C,1469,563,120,219,459,167,6,22535.492829204693
2023,M6,TM,A446 roundabout,M42,419830,286630,52.477242,-1.7094676,E,6994,1531,324,216,1299,3712,4,32354.088343211966
2023,M6,TM,A446 roundabout,M42,419830,286630,52.477242,-1.7094676,W,6631,1585,381,333,1341,3067,9,30729.327873734364
2023,M6,TM,M6 spur,M6 spur,409200,290470,52.512044,-1.8658696,N,10788,2516,604,580,1446,5651,17,31423.125855372666
2023,M6,TM,M6 spur,M6 spur,409200,290470,52.512044,-1.8658696,S,11454,2542,575,657,1613,6084,19,31954.800609225415
2023,M6,TM,M6 main route,Salford Circus,409500,290280,52.51033,-1.8614545,C,3336,759,177,186,459,1761,5,31929.360920227067
2023,M6,TM,A38(M),M6 main route,409074,290315,52.510652,-1.8677304,C,3336,759,177,186,459,1761,5,31351.535404840157
2023,M6,TM,A38(M),M6 main route,409057,290206,52.509673,-1.8679838,C,1117,532,145,77,145,365,3,24284.501973164955
2023,M6,TM,M6 main route,Salford Circus,409460,290300,52.510511,-1.8620433,C,3336,759,177,186,459,1761,5,31612.154466686585
2023,M53,TM,A5027,A551/A5027,326450,389050,53.393139,-3.1074803,C,177,134,44,20,16,8,1,16618.004484304933
2023,M53,TM,A554 mid-junc,A5139,328820,391415,53.414719,-3.0723827,C,931,272,91,52,91,481,2,29746.105156723963
2023,M53,TM,A55 T,12,343300,368500,53.210524,-2.8504533,C,3174,608,242,269,376,1745,10,32256.264615384614
2023,M60,TM,A34,M60 spur,385750,389330,53.400599,-2.2157845,E,3537,1105,378,249,963,974,7,26011.431447225244
2023,M60,TM,A34,M60 spur,385750,389330,53.400599,-2.2157845,W,3701,1122,359,295,1108,926,7,26068.42756091171
2023,M56,TM,A560,A5103,382233,389300,53.400222,-2.2686778,C,2736,984,427,212,541,1021,6,26489.63334377938
2023,M42,TM,A444,A42,430660,310430,52.690694,-1.5478247,C,6350,985,365,463,1728,2885,13,31883.666407827302
2023,M1,TM,M1,A616,435600,398100,53.478428,-1.4650639,C,2769,522,110,118,1608,454,5,28059.425630102945
2023,M66,TM,A56(T),A56,379570,418750,53.664828,-2.3106613,C,2929,967,206,221,404,1217,8,27946.25868342706
2023,M1,TM,47,48,443315,434805,53.807741,-1.343726,N,4534,1177,242,203,1456,1608,5,29231.93711362183
2023,M1,TM,47,48,443315,434805,53.807741,-1.343726,S,4452,940,332,249,1440,1665,5,29833.672640898294
2023,M1,TM,A41,LA boundary,517540,194345,51.635642,-0.30299468,N,781,396,68,98,99,174,3,21999.94630071599
2023,M1,TM,A41,LA boundary,517540,194345,51.635642,-0.30299468,S,759,385,66,95,97,168,3,21687.074938574937
2023,M1,TM,35,LA boundary,436610,396500,53.463978,-1.4500323,N,6881,1307,337,269,3981,1098,12,28192.91062250143
2023,M1,TM,35,LA boundary,436610,396500,53.463978,-1.4500323,S,6963,1300,218,318,4058,1172,13,28473.133775957056
2023,M1,TM,38,LA boundary,429776,412010,53.603812,-1.5514952,N,4315,1001,314,240,1272,1581,6,29375.537607612143
2023,M1,TM,38,LA boundary,429776,412010,53.603812,-1.5514952,S,4789,1146,291,225,1926,1296,6,28156.198568507156
2023,M1,TM,11,LA boundary,505000,223710,51.902049,-0.47525235,N,13150,2647,591,772,3549,5752,13,31147.929075352746
2023,M1,TM,11,LA boundary,505000,223710,51.902049,-0.47525235,S,12282,2448,574,669,3190,5599,14,31380.531054906354
2023,M1,TM,LA boundary,11,505450,222460,51.890729,-0.46909608,N,10964,1870,643,667,2241,5636,13,32721.49512195122
2023,M1,TM,LA boundary,11,505450,222460,51.890729,-0.46909608,S,11136,1706,546,660,2279,6029,14,33281.86701085989
2023,M1,TM,LA boundary,10,508722,218182,51.851653,-0.42291484,C,17228,2613,950,1186,5898,6746,21,31311.565292293555
2023,M6,TM,4A,LA Boundary,417100,290420,52.511405,-1.7494681,E,11033,2544,606,898,1995,5151,29,30741.557694021205
2023,M6,TM,4A,LA Boundary,417100,290420,52.511405,-1.7494681,W,11261,2651,583,814,1816,5541,26,31044.958271367334
2023,M6,TM,LA Boundary,7,405200,294860,52.551561,-1.9247416,E,10788,2516,604,580,1446,5651,17,31631.607360828555
2023,M6,TM,LA Boundary,7,405200,294860,52.551561,-1.9247416,W,11454,2542,575,657,1613,6084,19,31881.621148825066
2023,M65,TM,LA Boundary,M65 split,371740,427370,53.741937,-2.429946,N,2231,736,222,185,229,908,6,27454.720034995626
2023,M65,TM,LA Boundary,M65 split,371740,427370,53.741937,-2.429946,S,2230,795,234,179,214,861,7,26713.22925764192
2023,M65,TM,LA Boundary,4,365000,424270,53.713665,-2.531779,E,2132,723,127,198,263,856,6,27388.001380579844
2023,M65,TM,LA Boundary,4,365000,424270,53.713665,-2.531779,W,2221,746,138,201,251,927,6,27634.59277214632
2023,M61,TM,A580,LA Boundary,375880,403000,53.523108,-2.3652803,N,1252,281,76,76,263,574,2,30841.446540880504
2023,M61,TM,A580,LA Boundary,375880,403000,53.523108,-2.3652803,S,1418,319,86,85,298,650,2,31054.879861111112
2023,M61,TM,LA Boundary,1,376050,403410,53.526801,-2.3627477,C,10830,3338,637,482,878,5536,11,30051.850578937694
2023,M61,TM,6,LA Boundary,363230,409960,53.584928,-2.5568977,N,3023,770,118,185,739,1285,6,30235.413148565905
2023,M61,TM,6,LA Boundary,363230,409960,53.584928,-2.5568977,S,3133,948,172,240,547,1312,6,28743.87007751938
2023,M4,TM,LA Boundary,LA Boundary,484950,174740,51.465265,-0.77849674,E,5089,1618,357,525,653,2087,16,27753.78805175038
2023,M4,TM,LA Boundary,LA Boundary,484950,174740,51.465265,-0.77849674,W,5827,1684,367,543,1001,2383,17,28547.11709758132
2023,M4,TM,10,LA Boundary,481000,171750,51.438965,-0.83602952,E,5048,1605,355,521,647,2070,16,27711.761028001536
2023,M4,TM,10,LA Boundary,481000,171750,51.438965,-0.83602952,W,6003,1735,378,560,1032,2455,17,28604.60401489396
2023,M606,TM,LA Boundary,A6177,417020,429250,53.759333,-1.7433229,N,2539,839,248,143,387,962,5,27414.361068111455
2023,M606,TM,LA Boundary,A6177,417020,429250,53.759333,-1.7433229,S,2532,782,278,161,316,1035,5,27618.66550252231
2023,M4,TM,38,LA Boundary,280005,184445,51.546101,-3.7318661,N,2585,596,222,193,354,1263,6,30700.5675778284
2023,M4,TM,38,LA Boundary,280005,184445,51.546101,-3.7318661,S,2527,511,206,166,300,1385,5,32076.870967741936
2023,M20,TM,A20,M25,552499,167840,51.389116,0.19033948,C,670,245,49,88,137,179,4,24741.103988603987
2023,M4,TM,7,LA Boundary,493434,180023,51.511419,-0.65500368,E,4195,1531,295,304,554,1685,8,27317.497601096642
2023,M4,TM,7,LA Boundary,493434,180023,51.511419,-0.65500368,W,3965,1499,302,303,426,1607,8,26992.68347406514
2023,M4,TM,7,LA Boundary,493450,180560,51.516243,-0.654631,N,618,336,53,76,94,72,4,19843.35748031496
2023,M4,TM,7,LA Boundary,493450,180560,51.516243,-0.654631,S,648,373,53,80,79,76,3,19023.77108433735
2023,M40,TM,A40 / A412,A40,504625,185762,51.561044,-0.49209396,C,4649,2135,383,531,590,1173,23,23148.018614270943
2023,M25,TM,LA Boundary,17,502350,192900,51.625619,-0.52282115,N,11404,4543,620,819,1394,4099,11,26238.299495037438
2023,M25,TM,LA Boundary,17,502350,192900,51.625619,-0.52282115,S,9610,3683,572,609,1047,3774,9,26848.93893129771
2023,M40,TM,8,LA Boundary,461800,207000,51.758286,-1.1060225,N,3624,1309,203,197,835,1122,2,26378.764721919302
2023,M40,TM,8,LA Boundary,461800,207000,51.758286,-1.1060225,S,3151,1051,150,121,677,1179,2,28007.92610062893
2023,M40,TM,9,LA Boundary,456860,217500,51.853204,-1.1758675,E,3566,884,239,228,1277,996,4,28179.525358324147
2023,M40,TM,9,LA Boundary,456860,217500,51.853204,-1.1758675,W,3892,1314,268,239,1077,1052,5,25864.498103666247
2023,M40,TM,LA Boundary,5,474700,196520,51.662506,-0.92139844,E,3896,1425,307,168,689,1521,5,27379.184933171324
2023,M40,TM,LA Boundary,5,474700,196520,51.662506,-0.92139844,W,4146,1666,328,157,719,1499,5,26264.289437585732
2023,M4,TM,LA Boundary,7,492340,179900,51.510493,-0.67079586,E,7735,1918,371,1066,1396,2964,46,28787.213374565134
2023,M4,TM,LA Boundary,7,492340,179900,51.510493,-0.67079586,W,7500,1988,414,1095,1137,2839,46,28169.240324511236
2023,M62,TM,M60 (18),LA Boundary,383850,407000,53.559368,-2.2452755,N,12067,2290,689,796,5550,2852,10,28603.649298432756
2023,M62,TM,M60 (18),LA Boundary,383850,407000,53.559368,-2.2452755,S,12318,2310,695,780,5958,2667,11,28558.75605828838
2023,M66,TM,3,LA Boundary,382119,409214,53.579212,-2.2715343,N,2866,943,236,304,451,1042,9,26977.006700167505
2023,M66,TM,3,LA Boundary,382119,409214,53.579212,-2.2715343,S,2946,771,254,378,866,778,10,26958.47791952895
2023,M66,TM,LA Boundary,2,382082,410517,53.590922,-2.2721684,N,2866,943,236,304,451,1042,9,27118.364489112228
2023,M66,TM,LA Boundary,2,382082,410517,53.590922,-2.2721684,S,2946,771,254,378,866,778,10,26531.647366699377
2023,M66,TM,LA Boundary,A56,379676,418472,53.662334,-2.3090388,N,1706,457,121,61,131,986,2,31441.919226393627
2023,M66,TM,LA Boundary,A56,379676,418472,53.662334,-2.3090388,S,1567,420,160,101,290,647,3,28582.080197409006
2023,M60,TM,16,LA Boundary,378090,403460,53.52734,-2.3319791,E,9236,1806,247,522,3228,3451,14,30721.338260681918
2023,M60,TM,16,LA Boundary,378090,403460,53.52734,-2.3319791,W,8272,1321,650,528,911,4887,13,33556.495908543926
2023,M62,TM,LA Boundary,23,407838,417220,53.651423,-1.8828934,E,9100,1882,535,519,2927,3300,4,29967.345587433185
2023,M62,TM,LA Boundary,23,407838,417220,53.651423,-1.8828934,W,9254,2012,534,511,2836,3434,4,29932.08659307684
2023,M62,TM,LA Boundary,24,411008,419402,53.670979,-1.8348579,N,8417,1837,432,234,1207,4760,4,32646.949492565494
2023,M62,TM,LA Boundary,24,411008,419402,53.670979,-1.8348579,S,8303,1721,380,269,1189,4788,5,33200.923730842915
2023,M62,TM,24,LA Boundary,412000,419810,53.674624,-1.8198274,E,9058,2034,457,422,1906,4322,6,31009.429539739805
2023,M62,TM,24,LA Boundary,412000,419810,53.674624,-1.8198274,W,9121,2461,449,379,1883,4023,5,29901.997282608696
2023,M62,TM,LA Boundary,A644,416280,421992,53.694121,-1.7549262,N,7643,1711,467,515,2804,2220,8,28667.166601941746
2023,M62,TM,LA Boundary,A644,416280,421992,53.694121,-1.7549262,S,7864,1531,522,631,2618,2618,8,29541.833753784056
2023,M62,TM,25,LA Boundary,417040,422974,53.702924,-1.7433629,N,8213,1493,446,399,2625,3311,7,31021.19345489675
2023,M62,TM,25,LA Boundary,417040,422974,53.702924,-1.7433629,S,8293,1527,509,309,1565,4462,7,32832.3097028285
2023,M62,TM,LA Boundary,22,398428,414780,53.629546,-2.0252449,E,8092,1158,336,250,76,6339,5,36918.49632533072
2023,M62,TM,LA Boundary,22,398428,414780,53.629546,-2.0252449,W,7909,1284,210,233,730,5516,5,35646.391827525695
2023,M4,TM,30,LA Boundary,322500,183090,51.541366,-3.1188985,E,3403,690,228,205,561,1759,5,31888.768561484918
2023,M4,TM,30,LA Boundary,322500,183090,51.541366,-3.1188985,W,3329,710,195,210,905,1341,6,30283.470745470746
2023,M4,TM,48,LA Boundary,258000,202960,51.707356,-4.0565146,E,1711,528,187,125,338,564,4,27169.764604810996
2023,M4,TM,48,LA Boundary,258000,202960,51.707356,-4.0565146,W,1652,521,156,110,335,563,4,27187.36944937833
2023,M56,TM,LA Boundary,6,380000,384730,53.359065,-2.3019703,E,3549,805,238,353,657,1587,13,30282.16917601971
2023,M56,TM,LA Boundary,6,380000,384730,53.359065,-2.3019703,W,3814,780,318,293,755,1763,11,31002.94974489796
2023,M6,TM,M56,LA Boundary,366514,384239,53.353966,-2.5045432,N,6194,910,362,280,822,3857,5,34518.101828094936
2023,M6,TM,M56,LA Boundary,366514,384239,53.353966,-2.5045432,S,8470,1312,277,155,103,6681,4,37023.22597280825
2023,M56,TM,LA Boundary,M6,366154,383884,53.350752,-2.5099134,E,6434,1038,420,292,1473,3336,9,32885.826735688184
2023,M56,TM,LA Boundary,M6,366154,383884,53.350752,-2.5099134,W,6185,1096,240,246,1490,3227,8,32918.57666085302
2023,M56,TM,LA Boundary,LA Boundary,355000,379570,53.311144,-2.6768485,E,5528,1140,286,637,1596,1939,5,29655.315902195252
2023,M56,TM,LA Boundary,LA Boundary,355000,379570,53.311144,-2.6768485,W,5342,880,129,208,1627,2551,8,32663.16935036091
2023,M56,TM,LA Boundary,11,356335,380535,53.31993,-2.6569467,E,5528,1140,286,637,1596,1939,5,29526.658932714618
2023,M56,TM,LA Boundary,11,356335,380535,53.31993,-2.6569467,W,5342,880,129,208,1627,2551,8,32800.4440125856
2023,M56,TM,LA Boundary,A557,353048,379532,53.310633,-2.7061373,E,6195,1055,289,398,989,3537,11,33350.72224876573
2023,M56,TM,LA Boundary,A557,353048,379532,53.310633,-2.7061373,W,6004,911,366,359,632,3810,12,34288.80870279146
2023,M32,TM,LA Boundary,1,363240,178000,51.499734,-2.5309609,N,1846,827,249,185,390,311,5,21799.884595831216
2023,M32,TM,LA Boundary,1,363240,178000,51.499734,-2.5309609,S,1996,972,280,183,379,325,5,21097.519123134327
2023,M5,TM,18A,LA Boundary,354302,179122,51.509168,-2.6598602,E,4962,915,356,336,628,2754,9,32610.502200880353
2023,M5,TM,18A,LA Boundary,354302,179122,51.509168,-2.6598602,W,4645,897,379,358,519,2523,10,32063.369184805804
2023,M49,TM,M5,LA Boundary,354168,179788,51.515145,-2.6618777,N,1596,234,103,112,563,584,2,31083.352941176472
2023,M49,TM,M5,LA Boundary,354168,179788,51.515145,-2.6618777,S,1807,183,86,99,634,805,1,32852.97400442478
2023,M5,TM,LA Boundary,18,352370,177450,51.493975,-2.6874702,N,5183,867,333,243,1703,2117,8,31376.151584139632
2023,M5,TM,LA Boundary,18,352370,177450,51.493975,-2.6874702,S,5647,1016,414,316,1855,2148,7,30511.359103544128
2023,M6,TM,LA Boundary,LA Boundary,436750,283500,52.448231,-1.4607041,E,11928,2217,630,540,2095,6455,13,32861.83924686193
2023,M6,TM,LA Boundary,LA Boundary,436750,283500,52.448231,-1.4607041,W,12471,2530,513,586,2118,6734,15,32712.85947503201
2023,M6,TM,A46 / A4600,LA Boundary,438514,282468,52.438833,-1.4348694,E,11956,3103,293,438,1801,6430,8,31799.79781330241
2023,M6,TM,A46 / A4600,LA Boundary,438514,282468,52.438833,-1.4348694,W,11548,2347,545,527,1623,6640,12,33003.634000342056
2023,M6,TM,35,LA Boundary,351850,473000,54.150552,-2.7387021,N,3795,555,109,136,382,2636,4,36064.688906331765
2023,M6,TM,35,LA Boundary,351850,473000,54.150552,-2.7387021,S,4314,577,125,176,461,3012,3,35985.91525034451
2023,M1,TM,A50,LA Boundary,446865,330080,52.866168,-1.3052831,N,8975,1817,500,544,2523,3676,9,30625.541404785534
2023,M1,TM,A50,LA Boundary,446865,330080,52.866168,-1.3052831,S,9147,1673,396,490,2783,3911,9,31360.77283524077
2023,M1,TM,LA Boundary,LA Boundary,449490,341000,52.964089,-1.264633,N,9570,2942,377,461,1857,4034,7,29111.866811324653
2023,M1,TM,LA Boundary,LA Boundary,449490,341000,52.964089,-1.264633,S,10331,2744,410,509,1991,4807,9,30460.872206303724
2023,M1,TM,30,LA Boundary,447280,378000,53.296854,-1.2920904,N,10110,1391,446,635,2154,5597,11,33783.84864178229
2023,M1,TM,30,LA Boundary,447280,378000,53.296854,-1.2920904,S,11082,2264,720,713,1770,5743,9,31698.278545324894
2023,M1,TM,27,LA Boundary,448000,353210,53.073973,-1.2850031,N,9221,1570,329,458,1222,5775,9,34274.79792801452
2023,M1,TM,27,LA Boundary,448000,353210,53.073973,-1.2850031,S,7965,1166,303,535,1783,4316,9,33675.65051775148
2023,M5,TM,LA Boundary,26,313000,118350,50.957985,-3.2400912,E,2581,592,169,81,1739,160,2,26059.80641633248
2023,M5,TM,LA Boundary,26,313000,118350,50.957985,-3.2400912,W,2273,453,142,123,1242,415,3,28072.121951219513
2023,M180,TM,1,LA Boundary,470960,409500,53.577307,-0.92977305,E,5631,308,178,74,421,4666,2,39822.46379890246
2023,M180,TM,1,LA Boundary,470960,409500,53.577307,-0.92977305,W,5502,319,183,42,86,4886,2,39991.49075752084
2023,M18,TM,1,LA Boundary,450282,393094,53.432241,-1.2446589,N,7773,987,294,469,1533,4555,11,34677.53216970315
2023,M18,TM,1,LA Boundary,450282,393094,53.432241,-1.2446589,S,7529,1005,255,428,1184,4722,11,34986.47074293228
2023,M5,TM,LA Boundary,2,398470,287650,52.486765,-2.0239602,N,5700,1797,273,277,730,2623,5,29219.174233128833
2023,M5,TM,LA Boundary,2,398470,287650,52.486765,-2.0239602,S,4768,1377,243,183,505,2458,4,30637.157651991613
2023,M56,TM,LA Boundary,10,360500,381970,53.333156,-2.5946063,E,6292,1068,366,282,1126,3523,7,33187.38998744507
2023,M56,TM,LA Boundary,10,360500,381970,53.333156,-2.5946063,W,5951,954,338,236,775,3721,7,34472.22218537556
2023,M62,TM,34,LA Boundary,458300,422200,53.693,-1.1185725,E,6255,542,332,230,657,4500,6,37117.282750917504
2023,M62,TM,34,LA Boundary,458300,422200,53.693,-1.1185725,W,5925,626,319,267,564,4172,7,36444.98068849706
2023,M25,TM,LA Boundary,25,536250,200000,51.682241,-0.030601218,E,10108,1479,341,420,2556,5323,11,33619.61954590326
2023,M25,TM,LA Boundary,25,536250,200000,51.682241,-0.030601218,W,9746,1287,667,443,1631,5739,13,34235.15950920245
2023,M25,TM,24,LA Boundary,526980,200380,51.687826,-0.16447283,E,11657,2721,565,587,2467,5380,12,30954.716331401294
2023,M25,TM,24,LA Boundary,526980,200380,51.687826,-0.16447283,W,10904,2687,451,589,2409,4838,11,30402.479107874373
2023,M11,TM,M11 split,LA Boundary,541950,191730,51.60652,0.048438775,N,2308,792,197,279,407,832,12,26628.021040095275
2023,M11,TM,M11 split,LA Boundary,541950,191730,51.60652,0.048438775,S,2705,982,260,333,398,912,13,25542.132850241545
2023,M25,TM,28,LA Boundary,555000,194030,51.623747,0.23775603,E,14031,1889,708,623,4991,5932,13,32347.345083356882
2023,M25,TM,28,LA Boundary,555000,194030,51.623747,0.23775603,W,14056,1987,623,679,4996,5872,14,32220.549149671864
2023,M25,TM,LA Boundary,28,556808,192356,51.608207,0.26310443,N,13250,2916,343,530,3512,6030,11,31544.984110328285
2023,M25,TM,LA Boundary,28,556808,192356,51.608207,0.26310443,S,13521,2348,482,486,3333,6934,13,32987.43064136511
2023,M25,TM,LA Boundary,LA Boundary,557110,191850,51.603576,0.26723549,N,10089,1839,480,449,2497,4874,10,32293.46191743029
2023,M25,TM,LA Boundary,LA Boundary,557110,191850,51.603576,0.26723549,S,13729,2415,577,485,3127,7189,14,32979.96342434997
2023,M11,TM,LA Boundary,LA Boundary,549900,242950,52.064646,0.18532522,N,1402,272,81,65,151,851,2,33821.57665260197
2023,M11,TM,LA Boundary,LA Boundary,549900,242950,52.064646,0.18532522,S,1375,270,79,63,183,793,2,32926.94892086331
2023,M5,TM,9,LA Boundary,391694,233931,52.003753,-2.1224067,N,5755,1349,293,271,656,3254,5,32213.671242278655
2023,M5,TM,9,LA Boundary,391694,233931,52.003753,-2.1224067,S,5462,1244,333,258,655,3023,4,31995.249048395868
2023,M5,TM,LA Boundary,LA Boundary,391175,237790,52.03844,-2.130068,N,5755,1349,293,271,656,3254,5,32101.993994509266
2023,M5,TM,LA Boundary,LA Boundary,391175,237790,52.03844,-2.130068,S,5462,1244,333,258,655,3023,4,31927.61935834693
2023,M5,TM,LA Boundary,8,390854,238699,52.046607,-2.1347723,N,5755,1349,293,271,656,3254,5,32282.444063143445
2023,M5,TM,LA Boundary,8,390854,238699,52.046607,-2.1347723,S,5462,1244,333,258,655,3023,4,32008.74623889795
2023,M50,TM,LA Boundary,M5,390574,238700,52.046611,-2.1388551,E,2509,585,142,95,155,1547,2,32648.669041963578
2023,M50,TM,LA Boundary,M5,390574,238700,52.046611,-2.1388551,W,2355,576,124,75,163,1432,2,32525.002529510963
2023,M50,TM,2,LA Boundary,376700,232970,51.994683,-2.3407606,E,2394,488,165,101,191,1468,1,32899.52526926264
2023,M50,TM,2,LA Boundary,376700,232970,51.994683,-2.3407606,W,2333,513,150,73,227,1382,1,32762.826513213982
2023,M50,TM,3,LA Boundary,367000,226420,51.935302,-2.481399,E,1963,456,77,72,325,1047,1,32305.973205257837
2023,M50,TM,3,LA Boundary,367000,226420,51.935302,-2.481399,W,1794,397,52,65,334,959,1,32374.089601769912
2023,M48,TM,LA Boundary,LA Boundary,355130,190710,51.61342,-2.6494132,E,1029,285,78,72,334,284,2,27322.410426540286
2023,M48,TM,LA Boundary,LA Boundary,355130,190710,51.61342,-2.6494132,W,1085,289,76,67,322,351,2,27910.51219512195
2023,M5,TM,14,LA Boundary,369370,194000,51.643958,-2.4440548,N,4602,892,241,254,1003,2348,6,32124.080733558178
2023,M5,TM,14,LA Boundary,369370,194000,51.643958,-2.4440548,S,4042,757,202,202,703,2285,5,33058.558979297064
2023,M27,TM,LA Boundary,12,463330,105840,50.848622,-1.1017842,E,2941,784,324,260,130,1534,11,29828.453828458758
2023,M27,TM,LA Boundary,12,463330,105840,50.848622,-1.1017842,W,3098,909,401,278,127,1478,10,28722.87948798002
2023,M27,TM,LA Boundary,LA Boundary,445000,115940,50.941153,-1.3608946,N,2666,822,265,302,347,984,10,27308.497802197802
2023,M27,TM,LA Boundary,LA Boundary,445000,115940,50.941153,-1.3608946,S,2820,648,292,388,649,891,13,27812.227351614023
2023,M27,TM,LA Boundary,LA Boundary,442675,116760,50.948702,-1.3938881,E,2996,816,305,328,830,807,10,26423.683139534885
2023,M27,TM,LA Boundary,LA Boundary,442675,116760,50.948702,-1.3938881,W,3236,890,324,345,788,966,11,26948.033393501806
2023,M271,TM,LA Boundary,1,437103,114834,50.931768,-1.473398,N,3061,438,199,198,315,1970,7,34315.23345059162
2023,M271,TM,LA Boundary,1,437103,114834,50.931768,-1.473398,S,3043,395,177,143,276,2103,6,35572.815161290324
2023,M1,TM,LA Boundary,LA Boundary,516930,194600,51.63806,-0.31171969,E,3167,1535,298,409,450,712,15,22436.72565077508
2023,M1,TM,LA Boundary,LA Boundary,516930,194600,51.63806,-0.31171969,W,3309,1745,271,403,379,728,14,21834.516666666666
2023,M25,TM,30,LA Boundary,557550,182080,51.515677,0.26920924,N,13935,2960,491,705,4736,5141,14,30353.520395814052
2023,M25,TM,30,LA Boundary,557550,182080,51.515677,0.26920924,S,14250,2925,673,1039,6208,3496,13,28574.96084715062
2023,M4,TM,4B / M25,LA Boundary,504750,178383,51.494696,-0.49248344,E,1677,723,191,200,324,358,7,22980.6306156406
2023,M4,TM,4B / M25,LA Boundary,504750,178383,51.494696,-0.49248344,W,1618,692,160,221,435,226,8,22666.682548794488
2023,M25,TM,15,LA Boundary,504600,178273,51.493735,-0.49467594,N,5230,1482,385,401,2501,587,10,25323.97446887812
2023,M25,TM,15,LA Boundary,504600,178273,51.493735,-0.49467594,S,5750,1628,424,441,2750,645,11,25266.660450923886
2023,M2,TM,4,LA Boundary,581160,163250,51.339469,0.59950139,E,3615,609,125,252,1200,1477,7,31536.11089918256
2023,M2,TM,4,LA Boundary,581160,163250,51.339469,0.59950139,W,3612,606,141,262,1192,1485,7,31560.22474952613
2023,M2,TM,LA Boundary,4,580012,162801,51.335801,0.58281097,E,3847,667,111,268,1156,1666,7,31647.260645161292
2023,M2,TM,LA Boundary,4,580012,162801,51.335801,0.58281097,W,3649,665,207,289,851,1679,7,31532.52271498107
2023,M2,TM,LA Boundary,3,574500,163580,51.344516,0.50414625,N,4063,697,152,243,786,2254,8,33196.035748792274
2023,M2,TM,LA Boundary,3,574500,163580,51.344516,0.50414625,S,4201,615,262,306,1343,1738,9,31400.12239644278
2023,M2,TM,1,LA Boundary,570800,169250,51.396575,0.45379559,E,4650,771,272,349,1224,2102,10,31801.5839678511
2023,M2,TM,1,LA Boundary,570800,169250,51.396575,0.45379559,W,4734,804,260,284,1176,2293,9,32223.069208454206
2023,M25,TM,6,LA Boundary,539000,154100,51.269109,-0.008892811,E,7486,1819,148,480,1113,3930,14,31806.929770788913
2023,M25,TM,6,LA Boundary,539000,154100,51.269109,-0.008892811,W,7590,1392,423,554,2722,2532,12,30106.674525212835
2023,M62,TM,6,LA Boundary,347060,389630,53.400825,-2.7976922,E,4138,403,241,288,1663,1613,14,32293.855992420653
2023,M62,TM,6,LA Boundary,347060,389630,53.400825,-2.7976922,W,4234,443,301,328,1708,1511,16,31381.10889250058
2023,M57,TM,6,LA Boundary,339880,398300,53.477975,-2.9073258,N,2753,576,108,111,665,1346,4,31967.808896797153
2023,M57,TM,6,LA Boundary,339880,398300,53.477975,-2.9073258,S,2418,504,154,126,833,870,4,29926.92974708952
2023,M62,PM,LA Boundary,Jn 5,341860,390500,53.408096,-2.8760522,E,1240,531,127,107,147,413,4,24850.210684725356
2023,M62,PM,LA Boundary,Jn 5,341860,390500,53.408096,-2.8760522,W,1080,331,86,72,142,518,3,29415.82204861111
2023,M58,TM,LA Boundary,M6,353240,404620,53.536137,-2.7069882,E,2306,360,150,128,237,1450,5,34418.08068669528
2023,M58,TM,LA Boundary,M6,353240,404620,53.536137,-2.7069882,W,2392,331,168,141,255,1517,5,34549.567645841955
2023,M58,TM,1,LA Boundary,341000,402810,53.518635,-2.8913024,E,1435,316,93,101,203,756,4,31595.522742701967
2023,M58,TM,1,LA Boundary,341000,402810,53.518635,-2.8913024,W,1521,288,116,102,173,889,4,32390.879770992367
2023,M1,TM,LA Boundary,41,430000,423890,53.710576,-1.5469675,N,4838,1883,158,316,838,1668,6,26473.011090573014
