year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,buses_and_coaches,all_HGVs,2_axle,3_axle,4_axle,5_axle,6_axle,7_axle,Mean GVW
2023,M60,TM,16,LA Boundary,378090,403460,53.52734,-2.3319791,E,30,9236,1789,234,522,3228,3451,14,30727.566681099805
2023,M60,TM,16,LA Boundary,378090,403460,53.52734,-2.3319791,W,39,8272,1299,633,528,911,4887,13,33394.28666424858
2023,M62,TM,LA Boundary,23,407838,417220,53.651423,-1.8828934,E,68,9100,1843,506,519,2927,3300,4,30090.11869436202
2023,M62,TM,LA Boundary,23,407838,417220,53.651423,-1.8828934,W,78,9254,1967,501,511,2836,3434,4,30018.119312655355
2023,M62,TM,LA Boundary,24,411008,419402,53.670979,-1.8348579,N,57,8417,1804,408,234,1207,4760,4,32836.8478080076
2023,M62,TM,LA Boundary,24,411008,419402,53.670979,-1.8348579,S,49,8303,1693,359,269,1189,4788,5,33102.523786583166
2023,M62,TM,24,LA Boundary,412000,419810,53.674624,-1.8198274,E,90,9058,1982,419,422,1906,4322,6,31342.317765264437
2023,M62,TM,24,LA Boundary,412000,419810,53.674624,-1.8198274,W,78,9121,2416,416,379,1883,4023,5,30059.205108528833
2023,M62,TM,LA Boundary,A644,416280,421992,53.694121,-1.7549262,N,81,7643,1665,432,515,2804,2220,8,28668.247121925695
2023,M62,TM,LA Boundary,A644,416280,421992,53.694121,-1.7549262,S,65,7864,1494,494,631,2618,2618,8,29702.302810632074
2023,M62,TM,25,LA Boundary,417040,422974,53.702924,-1.7433629,N,69,8213,1453,417,399,2625,3311,7,31304.793838285437
2023,M62,TM,25,LA Boundary,417040,422974,53.702924,-1.7433629,S,85,8293,1478,473,309,1565,4462,7,32939.74933687002
2023,M62,TM,LA Boundary,22,398428,414780,53.629546,-2.0252449,E,72,8092,1117,305,250,76,6339,5,37218.14928324271
2023,M62,TM,LA Boundary,22,398428,414780,53.629546,-2.0252449,W,69,7909,1244,181,233,730,5516,5,35990.498925275
2023,M4,TM,30,LA Boundary,322500,183090,51.541366,-3.1188985,E,45,3403,664,209,205,561,1759,5,31946.153687922422
2023,M4,TM,30,LA Boundary,322500,183090,51.541366,-3.1188985,W,37,3329,689,179,210,905,1341,6,30192.803603603603
2023,M4,TM,48,LA Boundary,258000,202960,51.707356,-4.0565146,E,34,1711,509,172,125,338,564,4,27199.623247663552
2023,M4,TM,48,LA Boundary,258000,202960,51.707356,-4.0565146,W,35,1652,501,141,110,335,563,4,27341.704957678354
2023,M56,TM,LA Boundary,6,380000,384730,53.359065,-2.3019703,E,103,3549,746,194,353,657,1587,13,30903.258591549296
2023,M56,TM,LA Boundary,6,380000,384730,53.359065,-2.3019703,W,106,3814,719,273,293,755,1763,11,31139.87912952281
2023,M6,TM,M56,LA Boundary,366514,384239,53.353966,-2.5045432,N,41,6194,887,344,280,822,3857,5,34552.00968523003
2023,M6,TM,M56,LA Boundary,366514,384239,53.353966,-2.5045432,S,63,8470,1276,250,155,103,6681,4,37133.71555083245
2023,M56,TM,LA Boundary,M6,366154,383884,53.350752,-2.5099134,E,134,6434,961,363,292,1473,3336,9,33111.60631022692
2023,M56,TM,LA Boundary,M6,366154,383884,53.350752,-2.5099134,W,122,6185,1026,188,246,1490,3227,8,33372.47016976556
2023,M56,TM,LA Boundary,LA Boundary,355000,379570,53.311144,-2.6768485,E,74,5528,1098,254,637,1596,1939,5,29735.93488876831
2023,M56,TM,LA Boundary,LA Boundary,355000,379570,53.311144,-2.6768485,W,62,5342,844,103,208,1627,2551,8,33112.53117393747
2023,M56,TM,LA Boundary,11,356335,380535,53.31993,-2.6569467,E,74,5528,1098,254,637,1596,1939,5,29552.288840658348
2023,M56,TM,LA Boundary,11,356335,380535,53.31993,-2.6569467,W,62,5342,844,103,208,1627,2551,8,32882.22954502902
2023,M56,TM,LA Boundary,A557,353048,379532,53.310633,-2.7061373,E,83,6195,1007,254,398,989,3537,11,33680.668495803744
2023,M56,TM,LA Boundary,A557,353048,379532,53.310633,-2.7061373,W,85,6004,862,330,359,632,3810,12,34642.95037468776
2023,M32,TM,LA Boundary,1,363240,178000,51.499734,-2.5309609,N,122,1846,757,197,185,390,311,5,22564.32303523035
2023,M32,TM,LA Boundary,1,363240,178000,51.499734,-2.5309609,S,148,1996,887,217,183,379,325,5,21814.67635270541
2023,M5,TM,18A,LA Boundary,354302,179122,51.509168,-2.6598602,E,36,4962,894,341,336,628,2754,9,32657.388754534462
2023,M5,TM,18A,LA Boundary,354302,179122,51.509168,-2.6598602,W,41,4645,874,361,358,519,2523,10,32365.955435952637
2023,M49,TM,M5,LA Boundary,354168,179788,51.515145,-2.6618777,N,2,1596,233,102,112,563,584,2,30489.78007518797
2023,M49,TM,M5,LA Boundary,354168,179788,51.515145,-2.6618777,S,2,1807,182,85,99,634,805,1,33315.26799557032
2023,M5,TM,LA Boundary,18,352370,177450,51.493975,-2.6874702,N,88,5183,817,295,243,1703,2117,8,31572.535211267605
2023,M5,TM,LA Boundary,18,352370,177450,51.493975,-2.6874702,S,107,5647,955,368,316,1855,2148,7,30823.061426801203
2023,M6,TM,LA Boundary,LA Boundary,436750,283500,52.448231,-1.4607041,E,23,11928,2204,620,540,2095,6455,13,32827.89477655739
2023,M6,TM,LA Boundary,LA Boundary,436750,283500,52.448231,-1.4607041,W,24,12471,2516,503,586,2118,6734,15,32607.500962155227
2023,M6,TM,A46 / A4600,LA Boundary,438514,282468,52.438833,-1.4348694,E,116,11956,3037,243,438,1801,6430,8,32021.454629087562
2023,M6,TM,A46 / A4600,LA Boundary,438514,282468,52.438833,-1.4348694,W,145,11548,2264,483,527,1623,6640,12,33141.44895661962
2023,M6,TM,35,LA Boundary,351850,473000,54.150552,-2.7387021,N,27,3795,540,97,136,382,2636,4,36104.55072463768
2023,M6,TM,35,LA Boundary,351850,473000,54.150552,-2.7387021,S,39,4314,555,108,176,461,3012,3,36183.0741599073
2023,M1,TM,A50,LA Boundary,446865,330080,52.866168,-1.3052831,N,95,8975,1763,459,544,2523,3676,9,30737.507020280813
2023,M1,TM,A50,LA Boundary,446865,330080,52.866168,-1.3052831,S,114,9147,1608,347,490,2783,3911,9,31682.487538259727
2023,M1,TM,LA Boundary,LA Boundary,449490,341000,52.964089,-1.264633,N,108,9570,2880,331,461,1857,4034,7,29434.99644723093
2023,M1,TM,LA Boundary,LA Boundary,449490,341000,52.964089,-1.264633,S,139,10331,2664,351,509,1991,4807,9,30541.040751137352
2023,M1,TM,30,LA Boundary,447280,378000,53.296854,-1.2920904,N,125,10110,1319,393,635,2154,5597,11,34126.06983875754
2023,M1,TM,30,LA Boundary,447280,378000,53.296854,-1.2920904,S,139,11082,2184,661,713,1770,5743,9,31988.195126353792
2023,M1,TM,27,LA Boundary,448000,353210,53.073973,-1.2850031,N,142,9221,1489,268,458,1222,5775,9,34607.93775078625
2023,M1,TM,27,LA Boundary,448000,353210,53.073973,-1.2850031,S,148,7965,1081,240,535,1783,4316,9,33851.04244098443
2023,M5,TM,LA Boundary,26,313000,118350,50.957985,-3.2400912,E,162,2581,499,100,81,1739,160,2,26498.950019372336
2023,M5,TM,LA Boundary,26,313000,118350,50.957985,-3.2400912,W,105,2273,393,97,123,1242,415,3,28294.425868895734
2023,M180,TM,1,LA Boundary,470960,409500,53.577307,-0.92977305,E,18,5631,298,170,74,421,4666,2,39539.31326584976
2023,M180,TM,1,LA Boundary,470960,409500,53.577307,-0.92977305,W,15,5502,310,177,42,86,4886,2,40411.16463747047
2023,M18,TM,1,LA Boundary,450282,393094,53.432241,-1.2446589,N,76,7773,943,262,469,1533,4555,11,34728.95497234015
2023,M18,TM,1,LA Boundary,450282,393094,53.432241,-1.2446589,S,74,7529,963,223,428,1184,4722,11,35254.724073828176
2023,M5,TM,LA Boundary,2,398470,287650,52.486765,-2.0239602,N,6,5700,1794,270,277,730,2623,5,29184.85436041411
2023,M5,TM,LA Boundary,2,398470,287650,52.486765,-2.0239602,S,3,4768,1375,242,183,505,2458,4,30514.25865324103
2023,M56,TM,LA Boundary,10,360500,381970,53.333156,-2.5946063,E,80,6292,1022,332,282,1126,3523,7,33580.31150667514
2023,M56,TM,LA Boundary,10,360500,381970,53.333156,-2.5946063,W,80,5951,908,304,236,775,3721,7,34733.98487649135
2023,M62,TM,34,LA Boundary,458300,422200,53.693,-1.1185725,E,14,6255,534,326,230,657,4500,6,36976.297457220535
2023,M62,TM,34,LA Boundary,458300,422200,53.693,-1.1185725,W,29,5925,609,307,267,564,4172,7,36579.17212284847
2023,M25,TM,LA Boundary,25,536250,200000,51.682241,-0.030601218,E,23,10108,1466,331,420,2556,5323,11,33745.21064608687
2023,M25,TM,LA Boundary,25,536250,200000,51.682241,-0.030601218,W,34,9746,1268,652,443,1631,5739,13,34276.66478555305
2023,M25,TM,24,LA Boundary,526980,200380,51.687826,-0.16447283,E,75,11657,2678,533,587,2467,5380,12,31062.774727631466
2023,M25,TM,24,LA Boundary,526980,200380,51.687826,-0.16447283,W,81,10904,2641,416,589,2409,4838,11,30758.70909757887
2023,M11,TM,M11 split,LA Boundary,541950,191730,51.60652,0.048438775,N,208,2308,673,108,279,407,832,12,28066.16875811337
2023,M11,TM,M11 split,LA Boundary,541950,191730,51.60652,0.048438775,S,193,2705,871,178,333,398,912,13,26963.652865064694
2023,M25,TM,28,LA Boundary,555000,194030,51.623747,0.23775603,E,124,14031,1818,655,623,4991,5932,13,32514.480900798175
2023,M25,TM,28,LA Boundary,555000,194030,51.623747,0.23775603,W,113,14056,1922,575,679,4996,5872,14,32341.199957319677
2023,M25,TM,LA Boundary,28,556808,192356,51.608207,0.26310443,N,91,13250,2864,304,530,3512,6030,11,31500.511508565392
2023,M25,TM,LA Boundary,28,556808,192356,51.608207,0.26310443,S,73,13521,2306,451,486,3333,6934,13,33162.15640020705
2023,M25,TM,LA Boundary,LA Boundary,557110,191850,51.603576,0.26723549,N,60,10089,1805,454,449,2497,4874,10,32329.1673109327
2023,M25,TM,LA Boundary,LA Boundary,557110,191850,51.603576,0.26723549,S,77,13729,2371,544,485,3127,7189,14,33221.20393299344
2023,M11,TM,LA Boundary,LA Boundary,549900,242950,52.064646,0.18532522,N,18,1402,262,73,65,151,851,2,33933.00997150997
2023,M11,TM,LA Boundary,LA Boundary,549900,242950,52.064646,0.18532522,S,15,1375,261,73,63,183,793,2,32950.847272727275
2023,M5,TM,9,LA Boundary,391694,233931,52.003753,-2.1224067,N,73,5755,1307,262,271,656,3254,5,32240.923023457864
2023,M5,TM,9,LA Boundary,391694,233931,52.003753,-2.1224067,S,56,5462,1212,309,258,655,3023,4,32200.179088079105
2023,M5,TM,LA Boundary,LA Boundary,391175,237790,52.03844,-2.130068,N,73,5755,1307,262,271,656,3254,5,32516.223110338837
2023,M5,TM,LA Boundary,LA Boundary,391175,237790,52.03844,-2.130068,S,56,5462,1212,309,258,655,3023,4,32258.50375389123
2023,M5,TM,LA Boundary,8,390854,238699,52.046607,-2.1347723,N,73,5755,1307,262,271,656,3254,5,32198.027454387488
2023,M5,TM,LA Boundary,8,390854,238699,52.046607,-2.1347723,S,56,5462,1212,309,258,655,3023,4,31941.616736861382
2023,M50,TM,LA Boundary,M5,390574,238700,52.046611,-2.1388551,E,18,2509,575,134,95,155,1547,2,33081.29186602871
2023,M50,TM,LA Boundary,M5,390574,238700,52.046611,-2.1388551,W,17,2355,566,117,75,163,1432,2,32517.44161358811
2023,M50,TM,2,LA Boundary,376700,232970,51.994683,-2.3407606,E,19,2394,477,157,101,191,1468,1,33053.990396659705
2023,M50,TM,2,LA Boundary,376700,232970,51.994683,-2.3407606,W,14,2333,505,144,73,227,1382,1,32992.32933104631
2023,M50,TM,3,LA Boundary,367000,226420,51.935302,-2.481399,E,17,1963,446,70,72,325,1047,1,32192.20397756247
2023,M50,TM,3,LA Boundary,367000,226420,51.935302,-2.481399,W,14,1794,389,46,65,334,959,1,32597.68227424749
2023,M48,TM,LA Boundary,LA Boundary,355130,190710,51.61342,-2.6494132,E,26,1029,270,67,72,334,284,2,27448.87172011662
2023,M48,TM,LA Boundary,LA Boundary,355130,190710,51.61342,-2.6494132,W,22,1085,276,67,67,322,351,2,28898.678341013823
2023,M5,TM,14,LA Boundary,369370,194000,51.643958,-2.4440548,N,142,4602,811,180,254,1003,2348,6,32694.528248587572
2023,M5,TM,14,LA Boundary,369370,194000,51.643958,-2.4440548,S,113,4042,692,154,202,703,2285,5,33756.502598366744
2023,M27,TM,LA Boundary,12,463330,105840,50.848622,-1.1017842,E,100,2941,727,281,260,130,1534,11,30386.490316004078
2023,M27,TM,LA Boundary,12,463330,105840,50.848622,-1.1017842,W,106,3098,848,356,278,127,1478,10,29209.69583467872
2023,M27,TM,LA Boundary,LA Boundary,445000,115940,50.941153,-1.3608946,N,63,2666,786,238,302,347,984,10,27365.083989501312
2023,M27,TM,LA Boundary,LA Boundary,445000,115940,50.941153,-1.3608946,S,62,2820,612,266,388,649,891,13,28229.73359347286
2023,M27,TM,LA Boundary,LA Boundary,442675,116760,50.948702,-1.3938881,E,101,2996,758,262,328,830,807,10,26839.051752921536
2023,M27,TM,LA Boundary,LA Boundary,442675,116760,50.948702,-1.3938881,W,88,3236,840,286,345,788,966,11,27312.977441285537
2023,M271,TM,LA Boundary,1,437103,114834,50.931768,-1.473398,N,63,3061,402,172,198,315,1970,7,35141.41579634465
2023,M271,TM,LA Boundary,1,437103,114834,50.931768,-1.473398,S,56,3043,363,153,143,276,2103,6,35982.04040735874
2023,M1,TM,LA Boundary,LA Boundary,516930,194600,51.63806,-0.31171969,E,252,3167,1391,190,409,450,712,15,22923.66245658352
2023,M1,TM,LA Boundary,LA Boundary,516930,194600,51.63806,-0.31171969,W,230,3309,1613,173,403,379,728,14,22185.434441087615
2023,M25,TM,30,LA Boundary,557550,182080,51.515677,0.26920924,N,111,13935,2896,444,705,4736,5141,14,30474.83266360505
2023,M25,TM,30,LA Boundary,557550,182080,51.515677,0.26920924,S,103,14250,2866,629,1039,6208,3496,13,28547.165742754896
2023,M4,TM,4B / M25,LA Boundary,504750,178383,51.494696,-0.49248344,E,126,1677,651,137,200,324,358,7,23674.04531902206
2023,M4,TM,4B / M25,LA Boundary,504750,178383,51.494696,-0.49248344,W,124,1618,621,107,221,435,226,8,23143.73980222497
2023,M25,TM,15,LA Boundary,504600,178273,51.493735,-0.49467594,N,136,5230,1404,327,401,2501,587,10,25612.327533460804
2023,M25,TM,15,LA Boundary,504600,178273,51.493735,-0.49467594,S,149,5750,1543,360,441,2750,645,11,25437.40747826087
2023,M2,TM,4,LA Boundary,581160,163250,51.339469,0.59950139,E,54,3615,578,102,252,1200,1477,7,31735.91371681416
2023,M2,TM,4,LA Boundary,581160,163250,51.339469,0.59950139,W,82,3612,559,106,262,1192,1485,7,31458.80780947106
2023,M2,TM,LA Boundary,4,580012,162801,51.335801,0.58281097,E,28,3847,651,99,268,1156,1666,7,32169.68962828178
2023,M2,TM,LA Boundary,4,580012,162801,51.335801,0.58281097,W,49,3649,637,186,289,851,1679,7,31595.708413263907
2023,M2,TM,LA Boundary,3,574500,163580,51.344516,0.50414625,N,78,4063,652,119,243,786,2254,8,33511.75800098474
2023,M2,TM,LA Boundary,3,574500,163580,51.344516,0.50414625,S,70,4201,575,232,306,1343,1738,9,31837.253390435402
2023,M2,TM,1,LA Boundary,570800,169250,51.396575,0.45379559,E,78,4650,726,239,349,1224,2102,10,32031.79376344086
2023,M2,TM,1,LA Boundary,570800,169250,51.396575,0.45379559,W,91,4734,752,221,284,1176,2293,9,32598.8954593453
2023,M25,TM,6,LA Boundary,539000,154100,51.269109,-0.008892811,E,18,7486,1809,140,480,1113,3930,14,31791.63959390863
2023,M25,TM,6,LA Boundary,539000,154100,51.269109,-0.008892811,W,44,7590,1367,404,554,2722,2532,12,29961.70280595442
2023,M62,TM,6,LA Boundary,347060,389630,53.400825,-2.7976922,E,83,4138,355,206,288,1663,1613,14,32533.205846822904
2023,M62,TM,6,LA Boundary,347060,389630,53.400825,-2.7976922,W,71,4234,402,271,328,1708,1511,16,31806.28541076487
2023,M57,TM,6,LA Boundary,339880,398300,53.477975,-2.9073258,N,57,2753,543,84,111,665,1346,4,32072.5746458409
2023,M57,TM,6,LA Boundary,339880,398300,53.477975,-2.9073258,S,73,2418,462,123,126,833,870,4,30214.509511993383
2023,M62,PM,LA Boundary,Jn 5,341860,390500,53.408096,-2.8760522,E,89,1240,480,89,107,147,413,4,25895.535483870968
2023,M62,PM,LA Boundary,Jn 5,341860,390500,53.408096,-2.8760522,W,70,1080,291,56,72,142,518,3,30097.060073937155
2023,M58,TM,LA Boundary,M6,353240,404620,53.536137,-2.7069882,E,24,2306,346,140,128,237,1450,5,34446.79835212489
2023,M58,TM,LA Boundary,M6,353240,404620,53.536137,-2.7069882,W,25,2392,317,157,141,255,1517,5,34998.05183946488
2023,M58,TM,1,LA Boundary,341000,402810,53.518635,-2.8913024,E,39,1435,294,76,101,203,756,4,31639.826359832638
2023,M58,TM,1,LA Boundary,341000,402810,53.518635,-2.8913024,W,50,1521,259,95,102,173,889,4,33285.117608409986
2023,M1,TM,LA Boundary,41,430000,423890,53.710576,-1.5469675,N,32,4838,1865,144,316,838,1668,6,26729.58817448832
2023,M1,TM,LA Boundary,41,430000,423890,53.710576,-1.5469675,S,60,5053,1860,126,336,870,1854,7,27312.463882841876
2023,M62,TM,LA Boundary,31,438600,424140,53.712259,-1.4166501,E,106,8264,1302,292,385,2499,3776,10,32447.5461035818
2023,M62,TM,LA Boundary,31,438600,424140,53.712259,-1.4166501,W,89,7899,1748,280,393,3152,2316,11,29064.805949367088
2023,M42,TM,10,LA Boundary,427000,304700,52.639378,-1.60244,N,56,5099,779,310,328,855,2819,8,33188.601686605216
2023,M42,TM,10,LA Boundary,427000,304700,52.639378,-1.60244,S,40,5223,813,273,286,545,3299,7,34507.28968026039
2023,M6,TM,M6 slips to A14/M1,LA Boundary,454950,278900,52.405358,-1.193696,E,51,9672,1810,411,346,1728,5372,5,33166.8711745244
2023,M6,TM,M6 slips to A14/M1,LA Boundary,454950,278900,52.405358,-1.193696,W,56,9809,1692,407,372,1684,5650,5,33682.90784913354
2023,M1,TM,M6,M6/A14,456090,278850,52.404793,-1.176949,C,176,7982,1685,406,486,1725,3668,13,31356.00739070525
2023,M56,TM,LA Boundary,M60,384000,389060,53.398122,-2.2420905,E,154,2317,541,186,204,294,1086,6,29981.400517911094
2023,M56,TM,LA Boundary,M60,384000,389060,53.398122,-2.2420905,W,138,2444,592,175,259,317,1095,7,29743.002862985686
2023,M60,TM,LA Boundary,M56,384230,389200,53.399387,-2.2386385,E,97,1496,437,124,179,493,258,5,25016.35561497326
2023,M60,TM,LA Boundary,M56,384230,389200,53.399387,-2.2386385,W,35,1251,419,35,133,403,255,6,25681.862509992006
2023,M60,TM,LA Boundary,M60 spur,381750,390870,53.414317,-2.2760334,E,57,3176,897,230,229,328,1483,8,29254.111181102362
2023,M60,TM,LA Boundary,M60 spur,381750,390870,53.414317,-2.2760334,W,54,2552,632,239,206,336,1130,8,29413.747941983536
2023,M1,TM,LA Boundary,15,478480,252000,52.160705,-0.85413759,N,77,10218,2076,424,646,2520,4540,12,31193.99892346839
2023,M1,TM,LA Boundary,15,478480,252000,52.160705,-0.85413759,S,76,9692,1789,439,577,2277,4598,12,31961.888567891045
2023,M5,TM,22,LA Boundary,335768,151980,51.263342,-2.9219684,N,110,4118,781,148,191,2447,547,3,27733.36652902599
2023,M5,TM,22,LA Boundary,335768,151980,51.263342,-2.9219684,S,127,3625,789,160,167,1843,664,2,28128.381517241378
2023,M45,TM,A45,LA Boundary,449660,270680,52.331969,-1.2726627,E,25,809,166,45,61,388,147,1,27619.70297029703
2023,M45,TM,A45,LA Boundary,449660,270680,52.331969,-1.2726627,W,15,810,182,35,73,361,157,1,27252.359703337454
2023,M40,TM,11,LA Boundary,447356,241240,52.067515,-1.310577,N,74,4425,765,251,222,1242,1941,3,31629.186708860758
2023,M40,TM,11,LA Boundary,447356,241240,52.067515,-1.310577,S,113,4271,1115,121,164,1411,1457,4,29262.071629213482
2023,M40,TM,LA Boundary,LA Boundary,448200,236960,52.028965,-1.2988679,N,74,4425,765,251,222,1242,1941,3,31614.641048824593
2023,M40,TM,LA Boundary,LA Boundary,448200,236960,52.028965,-1.2988679,S,113,4271,1115,121,164,1411,1457,4,29140.94850187266
2023,M40,TM,LA Boundary,LA Boundary,450300,233470,51.997404,-1.2687732,N,73,4498,794,84,147,1678,1791,4,31663.398843930634
2023,M40,TM,LA Boundary,LA Boundary,450300,233470,51.997404,-1.2687732,S,103,4508,683,102,237,1590,1893,5,32285.477161862527
2023,M40,TM,LA Boundary,10,452480,230000,51.966008,-1.2375534,E,74,4425,765,251,222,1242,1941,3,31502.614828209764
2023,M40,TM,LA Boundary,10,452480,230000,51.966008,-1.2375534,W,113,4271,1115,121,164,1411,1457,4,29211.309925093632
2023,M1,TM,LA Boundary,LA Boundary,450830,343135,52.983154,-1.2443502,E,86,7684,2312,267,370,1491,3239,6,29321.37046193884
2023,M1,TM,LA Boundary,LA Boundary,450830,343135,52.983154,-1.2443502,W,127,9432,2433,320,465,1818,4388,8,30643.222752332484
2023,M1,TM,LA Boundary,26,451000,343280,52.984441,-1.2417956,N,90,8853,1429,597,463,1243,5111,10,33680.897322941375
2023,M1,TM,LA Boundary,26,451000,343280,52.984441,-1.2417956,S,87,8578,1177,510,415,1123,5346,9,34707.7055944056
2023,M4,TM,LA Boundary,11,471307,168793,51.413682,-0.97605295,C,210,7048,1972,337,477,1229,3020,14,29428.715846219322
2023,M4,TM,11,LA Boundary,471852,168633,51.412175,-0.96825003,E,224,4839,1432,228,361,864,1943,9,28668.14471780029
2023,M4,TM,11,LA Boundary,471852,168633,51.412175,-0.96825003,W,188,4684,1447,166,346,819,1896,9,28661.80034166133
2023,M1,TM,LA Boundary,34,440800,389800,53.403451,-1.3877902,C,226,10251,2164,521,624,2215,4710,17,31159.020193151886
2023,M60,TM,11,LA Boundary,375400,397410,53.472842,-2.3720797,N,56,4271,1087,280,332,954,1608,11,29057.680009363296
2023,M60,TM,11,LA Boundary,375400,397410,53.472842,-2.3720797,S,67,5068,1317,324,420,1132,1861,15,28730.56125468534
2023,M62,TM,LA Boundary,M60 (12),372460,396000,53.460022,-2.4162471,E,15,8348,1392,407,482,1526,4530,10,32989.67161854559
2023,M62,TM,LA Boundary,M60 (12),372460,396000,53.460022,-2.4162471,W,8,7778,1273,380,469,1500,4147,10,33159.23756266872
2023,M6,TM,LA Boundary,M6,401680,295465,52.557021,-1.9766518,C,38,14457,3266,750,804,1988,7627,23,31822.024968875365
2023,M6,TM,LA Boundary,M5,401685,295475,52.557111,-1.976578,N,39,4670,1232,209,189,628,2408,4,31367.29164882227
2023,M6,TM,LA Boundary,M5,401685,295475,52.557111,-1.976578,S,52,4572,1274,194,195,573,2330,5,30828.357689783417
2023,M54,TM,3,LA Boundary,382000,306100,52.652327,-2.2675101,E,79,3343,557,208,230,775,1567,8,31960.599402092677
2023,M54,TM,3,LA Boundary,382000,306100,52.652327,-2.2675101,W,86,3292,521,206,199,790,1570,7,32240.420589128455
2023,M4,TM,6,LA Boundary,497000,179050,51.502073,-0.60390085,E,258,4471,1569,312,513,598,1466,13,26087.183404160143
2023,M4,TM,6,LA Boundary,497000,179050,51.502073,-0.60390085,W,225,4437,1635,319,375,432,1666,10,26633.537750732477
2023,M4,TM,LA Boundary,5,501078,177900,51.491022,-0.54549758,E,225,3976,993,244,332,618,1778,10,29893.36603773585
2023,M4,TM,LA Boundary,5,501078,177900,51.491022,-0.54549758,W,215,3737,1043,263,294,565,1563,10,28889.506688068486
2023,M42,TM,3A,LA Boundary,413200,273290,52.357514,-1.8076035,N,182,7134,1655,375,372,764,3961,8,32031.147582340574
2023,M42,TM,3A,LA Boundary,413200,273290,52.357514,-1.8076035,S,188,6952,1531,338,366,892,3816,10,32272.470156766864
2023,M4,TM,LA Boundary,22,352630,186000,51.570868,-2.6848784,E,71,5253,1268,249,234,522,2977,5,32242.8675547098
2023,M4,TM,LA Boundary,22,352630,186000,51.570868,-2.6848784,W,62,4416,1079,176,185,504,2469,4,31844.548109576637
2023,M6,TM,LA Boundary,Jn 24,357030,398700,53.483253,-2.648995,N,94,6284,1094,217,403,1339,3223,10,32649.324053452117
2023,M6,TM,LA Boundary,Jn 24,357030,398700,53.483253,-2.648995,S,104,5901,1104,201,427,1130,3031,9,32395.357844798375
2023,M60,TM,LA Boundary,Jn 24,391170,394500,53.447189,-2.134415,N,59,4123,1265,249,393,736,1467,13,27518.81979141402
2023,M60,TM,LA Boundary,Jn 24,391170,394500,53.447189,-2.134415,S,86,4353,1361,290,346,800,1544,11,27502.311580882353
2023,M25,TM,LA Boundary,LA Boundary,502100,172140,51.439065,-0.53244393,N,169,7476,1663,594,550,1583,3071,15,29731.130417335473
2023,M25,TM,LA Boundary,LA Boundary,502100,172140,51.439065,-0.53244393,S,132,7019,1827,297,598,1479,2803,16,29390.878774928777
2023,M25,TM,LA Boundary,13,502244,172572,51.442922,-0.53024825,N,169,7476,1663,594,550,1583,3071,15,29771.45264847512
2023,M25,TM,LA Boundary,13,502244,172572,51.442922,-0.53024825,S,132,7019,1827,297,598,1479,2803,16,29569.96282051282
2023,M4,TM,15,LA Boundary,422000,180940,51.526948,-1.6842702,E,121,4647,833,181,199,1192,2240,2,32376.533677641488
2023,M4,TM,15,LA Boundary,422000,180940,51.526948,-1.6842702,W,98,4600,1035,145,154,631,2633,3,32719.013257987393
2023,M4,TM,16,LA Boundary,410700,182760,51.543637,-1.8471004,E,126,4211,561,171,318,1570,1583,8,31848.20470197103
2023,M4,TM,16,LA Boundary,410700,182760,51.543637,-1.8471004,W,98,4091,649,166,322,1350,1598,8,31245.386024920597
2023,M62,TM,LA Boundary,34,454400,422360,53.694858,-1.1775998,E,24,6908,870,343,236,626,4821,11,35830.05342406254
2023,M62,TM,LA Boundary,34,454400,422360,53.694858,-1.1775998,W,21,6946,965,347,265,640,4717,13,35635.41471138621
2023,M6,TM,LA Boundary,10A,397418,302886,52.62373,-2.0395762,N,97,10813,2383,448,489,1692,5790,12,32222.389680044387
2023,M6,TM,LA Boundary,10A,397418,302886,52.62373,-2.0395762,S,97,10790,2844,321,450,1480,5684,12,31362.846260772865
2023,M40,TM,LA Boundary,LA Boundary,443075,246720,52.117129,-1.372334,N,86,5394,1616,209,314,1208,2042,4,28564.99332468014
2023,M40,TM,LA Boundary,LA Boundary,443075,246720,52.117129,-1.372334,S,99,5303,1364,201,213,1266,2255,3,30161.072048283666
2023,M40,TM,LA Boundary,LA Boundary,442562,247348,52.122814,-1.3797472,N,86,5394,1616,209,314,1208,2042,4,28685.54459484517
2023,M40,TM,LA Boundary,LA Boundary,442562,247348,52.122814,-1.3797472,S,99,5303,1364,201,213,1266,2255,3,30314.776499434174
2023,M4,TM,LA Boundary,LA Boundary,470500,169230,51.417711,-0.98756822,E,141,4846,1345,235,289,717,2253,8,29968.41221374046
2023,M4,TM,LA Boundary,LA Boundary,470500,169230,51.417711,-0.98756822,W,177,4730,1372,243,354,682,2071,9,29139.97400126823
2023,M4,TM,LA Boundary,14,432420,175000,51.47304,-1.5346178,E,122,4680,839,182,201,1201,2256,2,32480.905789361248
2023,M4,TM,LA Boundary,14,432420,175000,51.47304,-1.5346178,W,97,4584,1031,145,153,629,2624,3,32750.467829880043
2023,M4,TM,LA Boundary,LA Boundary,483330,173515,51.454494,-0.80210013,E,167,5087,1522,286,525,653,2086,16,28257.15625
2023,M4,TM,LA Boundary,LA Boundary,483330,173515,51.454494,-0.80210013,W,172,6026,1642,306,561,1035,2464,17,28926.163319502073
